ObjectName;FieldName;Type;Properties;Description
AccountCleanInfo;IsFlaggedWrongSic;boolean;Filter, Update;Indicates whether the account’s Sic field value is flagged as wrong to Data.com (true) or not (false).
AccountCleanInfo;IsFlaggedWrongSicDescription;boolean;Filter, Update;Indicates whether the account’s SicDescription field value is flagged as wrong to Data.com (true) or not (false).
AccountCleanInfo;IsFlaggedWrongTickerSymbol;boolean;Filter, Update;Indicates whether the account’s TickerSymbol field value is flagged as wrong to Data.com (true) or not (false).
AccountCleanInfo;IsFlaggedWrongTradestyle;boolean;Filter, Update;Indicates whether the account’s Tradestyle field value is flagged as wrong to Data.com (true) or not (false).
AccountCleanInfo;IsFlaggedWrongWebsite;boolean;Filter, Update;Indicates whether the account’s Website field value is flagged as wrong to Data.com (true) or not (false).
AccountCleanInfo;IsFlaggedWrongYearStarted;boolean;Filter, Update;Indicates whether the account’s YearStarted field value is flagged as wrong to Data.com (true) or not (false).
AccountCleanInfo;IsInactive;boolean;Defaulted on create, Filter, Group, Sort;Indicates whether the account has been reported to Data.com as Inactive (true) or not (false).
AccountCleanInfo;IsReviewedAccountSite;boolean;Filter, Update;Indicates whether the account’s AccountSite field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedAddress;boolean;Filter, Update;Indicates whether the account’s Address field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedAnnualRevenue;boolean;Filter, Update;Indicates whether the account’s AnnualRevenue field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedCompanyName;boolean;Filter, Update;Indicates whether the account’s CompanyName field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedDandBCompanyDunsNumber;boolean;Filter, Update;Indicates whether the account’s DandBCompanyID field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedDescription;boolean;Filter, Update;Indicates whether the account’s Description field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedDunsNumber;boolean;Filter, Update;Indicates whether the account’s DunsNumber field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedFax;boolean;Filter, Update;Indicates whether the account’s Fax field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedIndustry;boolean;Filter, Update;Indicates whether the account’s Industry field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedNaicsCode;boolean;Filter, Update;Indicates whether the account’s NaicsCode field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedNaicsDescription;boolean;Filter, Update;Indicates whether the account’s NaicsDescription field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedNumberOfEmployees;boolean;Filter, Update;Indicates whether the account’s NumberOfEmployees field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedOwnership;boolean;Filter, Update;Indicates whether the account’s Ownership field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedPhone;boolean;Filter, Update;Indicates whether the account’s Phone field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedSic;boolean;Filter, Update;Indicates whether the account’s Sic field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedSicDescription;boolean;Filter, Update;Indicates whether the account’s SicDescription field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedTickerSymbol;boolean;Filter, Update;Indicates whether the account’s TickerSymbol field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedTradestyle;boolean;Filter, Update;Indicates whether the account’s Tradestyle field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedWebsite;boolean;Filter, Update;Indicates whether the account’s Website field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;IsReviewedYearStarted;boolean;Filter, Update;Indicates whether the account’s YearStarted field value is in a Reviewed state (true) or not (false).
AccountCleanInfo;LastMatchedDate;dateTime;Filter, Sort;The date the account record was last matched and linked to a Data.com record.
AccountCleanInfo;LastStatusChangedById;reference;Filter, Group, Nillable, Sort;The ID of who or what last changed the record’s Clean Status field value: a Salesforce user or a Clean job.
AccountCleanInfo;LastStatusChangedDate;dateTime;Filter, Nillable, Sort;The date on which the record’s Clean Status field value was last changed.
AccountCleanInfo;Latitude;double;Filter, Nillable, Sort;Used with Longitude to specify the precise geolocation of a billing address. Data not currently provided.
AccountCleanInfo;Longitude;double;Filter, Nillable, Sort;Used with Latitude to specify the precise geolocation of a billing address. Data not currently provided.
AccountCleanInfo;NaicsCode;string;Filter, Group, Nillable, Sort;The six-digit North American Industry Classification System (NAICS) code is the standard used by business and government to classify business establishments into industries, according to their economic activity for the purpose of collecting, analyzing, and publishing statistical data related to the U.S. business economy.
AccountCleanInfo;NaicsDescription;string;Filter, Group, Nillable, Sort;A brief description of an organization’s line of business, based on its NAICS code.
AccountCleanInfo;Name;string;Filter, Group, Sort, Update;Field label is Account Clean Info Name. The name of the account. Maximum size is 255 characters.
AccountCleanInfo;NumberOfEmployees;int;Filter, Group, Nillable, Sort;The number of employees working at the account.
AccountCleanInfo;Ownership;picklist;Filter, Group, Nillable, Sort;Ownership type for the account, for example Private, Public, or Subsidiary.
AccountCleanInfo;Phone;phone;Filter, Group, Nillable, Sort;The phone number for the account.
AccountCleanInfo;PostalCode;string;Filter, Group, Nillable, Sort;Details for the billing address of the account.
AccountCleanInfo;Sic;string;Filter, Group, Nillable, Sort;Standard Industrial Classification code of the company’s main business categorization, for example, 57340 for Electronics.
